DISCIPLINE,ASSO_NOM,site web,QUARTIERS,COMPLEXE,UNITE FONCTIONNELLE,RUE_LIBELLE,UF_CP,UF_Commune,0-3ans,3-6ans,6-12ans,12-15ans,juniors16-20ans,adultes,séniors,handicapés,geolocalisation,
BOWLING,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,bowling.toac.free.fr,,COMPLEXE PRIVÉ,Bowling de Labège,,31670.0,Labège,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.612602, 1.335509
CHEERLEADING,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
VTT,ASPTT section VTT,,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
CYCLOTOURISME,CYCLO CLUB LARDENNE TOULOUSE,pagesperso-orange.fr/APSO/cclardenne,,,,,,,Non,Non,Non,Non,Non,Oui,Non,Non,43.604268, 1.441019
danses artistiques,ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE,,,,,,,,Non,Oui,Oui,Non,Non,Non,Non,Non,,
POLO,POLO 31,www.polo31.com,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
hockey subaquatique,CHOKS DE TOULOUSE,choks.free.fr,Bellefontaine,ALBAN MINVILLE,PISCINE ALBAN MINVILLE,Allée de Bellefontaine,31100.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Non,Non,43.542728, 1.352682
plongée,LES AMIS DE LA MER,www.adlm.org,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Non,43.593607, 1.462219
FOOTBALL,ASSOCIATION SPORTIVE HERSOISE,www.ashersoise.fr,Château de L'Hers,ENSEMBLE CHATEAU DE L'HERS,TERRAIN DE FOOTBALL STABILISE ZAC CHATEAU DE L'HERS,Rue Claudius Rougenet,31500.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,43.599624, 1.485406
FOOTBALL,TOAC section FOOTBALL,toacsectionfoot.footeo.com,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
gymnastique forme et loisirs,AVENIR ETIENNE BILLIERES,,Ramier,PARC DES SPORTS,SALLE DE SPORTS PARC DES SPORTS,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.561764, 1.306196
CYCLISME SUR ROUTE,ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport,www.handicapdefi.com,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.604268, 1.441019
JUDO ADAPTE,TOULOUSE JUDO,www.toulousejudo.com,Bellefontaine,ENSEMBLE VALMY BELLEFONTAINE,GYMNASE VALMY,Cheminement Guillaume et Joseph Bouton,31100.0,TOULOUSE,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,
karaté,BALMA SAINT EXUPERY 31,www.bse31.com,Juncasse - Argoulets,LES ARGOULETS,MAISON DU JUDO ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.577522, 1.455107
ESCALADE,TUC section ESCALADE,www.tuc.asso.fr,,,,,,,Non,Non,Non,Non,Oui,Oui,Non,Non,43.604268, 1.441019
ski de randonnée,CLUB ALPIN FRANCAIS DE TOULOUSE,caftoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
pelote basque,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,Juncasse - Argoulets,LES ARGOULETS,PELOTE BASQUE ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Non,Non,43.604387, 1.512557
pelote basque,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,,Juncasse - Argoulets,LES ARGOULETS,PELOTE BASQUE ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.661128, 1.421865
rugby à XIII,TOULOUSE OVALIE XIII - LES ANGES,,Pont des Demoiselles,STADE PHILIPPE STRUXIANO,STADE PHILIPPE STRUXIANO,Avenue de Lespinet,31400.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Non,43.580005, 1.46692
savate,TOULOUSE MULTI BOXE,tmboxe.free.fr,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.572931, 1.463274
DANSE SUR GLACE,TOULOUSE SPORTS DE GLACE,www.tsgpatinage.com,Juncasse - Argoulets,LES ARGOULETS,PATINOIRE FRATERNITE,Avenue de l' Hers,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.608324, 1.498483
tennis,A S MACCABI TOULOUSE,www.maccabitoulouse.com,Pont des Demoiselles,STADE DES HERBETTES,TENNIS DES HERBETTES,Avenue de Lespinet,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.59651, 1.441252
parapente,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
YOGA,ATELIER DE PRATIQUE DE YOGA,,,,,,,,Non,Non,Non,Non,Oui,Oui,Non,Non,43.604268, 1.441019
AEROMODELISME,Aéro-club CE Airbus France René Barbaro,www.acat-toulouse.org,,COMPLEXE PRIVÉ,Aérodrome de Lasbordes,,31130.0,Balma,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.609568, 1.497847
BADMINTON,OLYMPE BADMINTON CLUB,obc.tlse.free.fr,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.606578999999996, 1.451622
BASKET-BALL,ETOILE SPORTIVE TOULOUSE CASSELARDIT,,Saint Cyprien,ECOLE MATERNELLE LAMARTINE,GYMNASE PUIG,Rue Coupefer,31300.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.615109, 1.338026
BILLARD,ACADEMIE TOULOUSAINE DE BILLARD,www.billard-toulouse-atb.fr,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
COURSE D'ORIENTATION,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,toaco.free.fr,,COMPLEXE PRIVÉ,Forêts de Bouconne et de Buzet,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
CYCLISME SUR ROUTE,RACING CLUB OLYMPIQUE,,,,,,,,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
DAMES,CLUB DAMIER TOULOUSAIN,damier31.free.fr/,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.813047, 1.570805
gymnastique volontaire,ASSOCIATION GYMNASTIQUE DES MAZADES,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.604268, 1.441019
CHASSE SOUS-MARINE,GASM - Groupe d'Activités Sous Marines,gasm-toulouse.chez-alice.fr,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.561769, 1.31404
plongée,AMPHIPRION PLONGEE,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.593607, 1.462219
FOOTBALL,A S FARMENTIERES,club.sportsrégions.fr/asfa-toulouse,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
FOOTBALL,FRIDAY FOOTBALL CLUB,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
FOOTBALL,TOULOUSE FONTAINES CLUB,,Casselardit,RESERVE FONCIERE CARTOUCHERIE,GYMNASE PIERRE MONTANE,Avenue Raymond Badiou,31300.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.573375, 1.4882119999999999
FOOTBALL,TROPIK 'CLUB TOULOUSE,www.tropikfc.fr,Pont des Demoiselles,STADE PHILIPPE STRUXIANO,TERRAIN DE FOOTBALL SYNTHETIQUE STRUXIANO,Avenue de Lespinet,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Non,Non,43.580005, 1.46692
football australien,ASSOCIATION TOULOUSAINE DE FOOTBALL AUSTRALIEN,,,,,,,,Non,Non,Non,Non,Non,Oui,Non,Non,43.604268, 1.441019
MUSCULATION - HALTEROPHILIE,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.589645, 1.465599
ATHLETISME ADAPTE (EN STADE),STADE TOULOUSAIN section ATHLETISME,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
JUDO ADAPTE,AIKIDO BUDO CLUB (ABC),aikidobudoclub.free.fr,Bonnefoy,COMPLEXE PRIVÉ,Aïkido Budo Club,Rue du Docteur Ferdinand Gendre,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.619949, 1.45852
JUDO,CETAM - Centre d'Etudes Toulousain des Arts Martiaux,www.cetam.fr,Saint Aubin - Dupuy,GROUPE SCOLAIRE CALVINHAC,GYMNASE CALVINHAC,Rue Jacques Labatut,31000.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.598045, 1.454765
kung-Fu,ASSOCIATION YIM WING CHUN,yimwingchun.free.fr,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
kung-Fu,MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG,shaolinmidipyrenees.org,Matabiau,COMPLEXE PRIVÉ,Judo Olympia Gym,Rue Caffarelli,31000.0,Toulouse,Non,Non,Non,Non,Non,Non,Non,Non,43.578182, 1.417703
ALPINISME,ASPTT GRAND TOULOUSE OMNISPORT,perso.wanadoo.fr/d.hoizey,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
ALPINISME,ASSOCIATION PYRENEES CLUB,www.pyrenees-club.asso.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
pétanque,AMICALE PETANQUE EMPALOT,,Empalot,ENSEMBLE ANDRE DASTE,BOULODROME MAIL EMPALOT,Rue d' Aix,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.578643, 1.4385919999999999
pétanque,PAPUS PETANQUE CLUB,,Papus,EQUIPEMT SPORT PROXIMITE PAPUS,BOULODROME PAPUS,Rue du Béarn,31100.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.575966, 1.410099
roller,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,,Sept Deniers,Complexe du TOAC,Salle de sports du TOAC,Chemin de Garric,31200.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.620162, 1.408135
Skate board,ARA - Arts Rêve Action,www.assoara31.fr,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
BOXE FRANCAISE,TUC OMNISPORTS- Toulouse Université Club,www.tuc.asso.fr,Rangueil - CHR - Facultés,Université de Rangueil,Gymnase de l'Université de Rangueil,Route de Narbonne,31400.0,Toulouse,Non,Non,Non,Non,Non,Oui,Oui,Non,43.563401999999996, 1.460348
ski alpin,ASSOCIATION PYRENEES CLUB,www.pyrenees-club.asso.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
tae kwon do,Ecole d'Arts Martiaux,teamtkd.free.fr,Saint Aubin - Dupuy,GROUPE SCOLAIRE CALVINHAC,GYMNASE CALVINHAC,Rue Jacques Labatut,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.636248, 1.490051
tae kwon do,SHAOLIN,shaolin-toulouse.com,Marengo Jolimont,COMPLEXE PRIVÉ,Complexe Shaolin,Rue du Général Jean Compans,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
tae kwon do,TOULOUSE CLUB TAEKWONDO 31,www.tct31.fr,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.562897, 1.407587
tennis,ASEAT,www.aseat.fr,Juncasse - Argoulets,Complexe ASEAT,Installations CEAT,Rue d' Oran,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.615771, 1.470962
tennis de table,ASPTT section TENNIS DE TABLE,www.toulouse.asptt.com,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
VOLLEY BALL,A S MACCABI TOULOUSE,www.maccabitoulouse.com,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
YOGA,IZ'ART SPORT ET CULTURE,,,,,,,,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
danses artistiques,VIRE ET VOLTE,www.virevolte.fr,Les Pradettes,GROUPE SCOL FERDINAND LESSEPS,GYMNASE DES PRADETTES,Rue Ferdinand de Lesseps,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.578802, 1.383944
gymnastique volontaire,Association Sportive et Culturelle Midi-Pyrénées,,Pont des Demoiselles,COMPLEXE PRIVÉ,Caserne Courrèges,Avenue Jean Rieux,,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,,
gymnastique volontaire,BALMA SAINT EXUPERY 31,www.bse31.com,Pont des Demoiselles,COMPLEXE PRIVÉ,Balma Saint-Exupéry 31,Avenue Antoine de Saint Exupéry,31400.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.583177, 1.471575
plongée,CORAIL CLUB,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
FOOTBALL,ETOILE SPORTIVE SAINT SIMON,www.saintsimonfoot.fr,Zones d'activités sud,DOMAINE DE CANDIE,TERRAIN DE SPORT SAUDRUNE,Chemin de la Saudrune,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.54219, 1.389883
golf,ASPTT section GOLF,www.toulouse.asptt.com,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
handball,ASVEC Toulouse Mirail,,Bellefontaine,ALBAN MINVILLE,GYMNASE ALBAN MINVILLE,Allée de Bellefontaine,31100.0,TOULOUSE,Non,Non,Oui,Non,Non,Non,Non,Non,43.563717, 1.403633
handball,ASVEC Toulouse Mirail,,Bellefontaine,ENSEMBLE VALMY BELLEFONTAINE,GYMNASE VALMY,Cheminement Guillaume et Joseph Bouton,31100.0,TOULOUSE,Non,Non,Oui,Non,Non,Non,Non,Non,43.559134, 1.398651
lutte,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.616682, 1.414639
ALPINISME,TEC - Toulouse Electrogaz Club,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Oui,,
CANYONISME,GROUPE SPELEOLOGIQUE DES PYRENEES,gspy-club.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.480833, 1.430772
ESCALADE,ASPTT GRAND TOULOUSE OMNISPORT,www.toulouse.asptt.com,,Complexe ASPTT,Stade Charles Boutonnet,,31770.0,Colomiers,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
ESCALADE,PYRENE,www.ffme.fr/club/structure.php?id=228,Mirail Université,COSEC MIRAIL,COSEC DU MIRAIL,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.601483, 1.467433
pelote basque,STADE TOULOUSAIN PELOTE,,Ramier,PARC DES SPORTS,PELOTE BASQUE PARC DES SPORTS,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.583959, 1.436448
pétanque,ROWING NOUVEAU,,Ramier,COMPLEXE PRIVÉ,Rowing Nouveau,Allée Alfred Mayssonnie,31400.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.590233, 1.436469
randonnée Pédestre,ASSOCIATION PYRENEES CLUB,www.pyrenees-club.asso.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
retraite sportive,ASTORS - Association Toulousaine de la Retraite Sportive,,Juncasse - Argoulets,LES ARGOULETS,MAISON DU JUDO ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Oui,Non,43.64429, 1.446693
rugby à XIII,TOULOUSE JULES JULIEN BRONCOS XIII,ustjj13@free.fr,Pont des Demoiselles,STADE PHILIPPE STRUXIANO,STADE PHILIPPE STRUXIANO,Avenue de Lespinet,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.580005, 1.46692
rugby,ASSOCIATION STADE TOULOUSAIN RUGBY,www.stadetoulousain.fr,Sept Deniers,Complexe du Stade Toulousain,Stade des Sept Deniers,Rue des Troènes,31200.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
kick boxing,TOULOUSE MULTI BOXE,tmboxe.free.fr,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.572931, 1.463274
spéléologie,SOCIETE MERIDIONALE DE SPELEOLOGIE ET DE PREHISTOIRE,,,,,,,,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.612879, 1.238885
gymnastique artistique,CLUB TOULOUSAIN DU SPORT ADAPTE,,Mirail Université,COSEC MIRAIL,NOUVEAU GYMNASE DU MIRAIL,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.616859, 1.421328
DANSE SUR GLACE,TOAC section PATINAGE SUR GLACE,www.toac-patinage.fr,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.720212, 1.430416
taï chi chuan/Qi Gong,MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG,shaolinmidipyrenees.org,Matabiau,COMPLEXE PRIVÉ,Judo Olympia Gym,Rue Caffarelli,31000.0,Toulouse,Non,Non,Non,Non,Non,Non,Non,Non,43.608465, 1.450373
tennis de table,TAC section TENNIS DE TABLE,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.537116, 1.342645
VOLLEY BALL,ASSOCIATION STADE TOULOUSAIN RUGBY,,Bellefontaine,ENSEMBLE VALMY BELLEFONTAINE,GYMNASE VALMY,Cheminement Guillaume et Joseph Bouton,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
VOLLEY BALL,SPACER'S TOAC-TUC VOLLEY-BALL,www.spacerstoulouse.fr,Compans,ENSEMBLE COMPANS,PALAIS DES SPORTS ANDRE BROUAT,Rue du Canon d' Arcole,31000.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.61299, 1.435779
VOLLEY BALL,TCMS section VOLLEY-BALL,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
BASKET-BALL,TOULOUSE BASKET CLUB,www.toulouse-basket-club.fr,Bagatelle,ENSEMBLE BAGATELLE,GYMNASE BAGATELLE,Impasse du Bachaga Boualam,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
BOWLING,BOWLING CLUB 31,,Montaudran Lespinet,COMPLEXE PRIVÉ,Bowling de Montaudran,Impasse Louise Labe,,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.582956, 1.532298
CYCLISME SUR ROUTE,TOULOUSE VELO CLUB,toulouseveloclub.free.fr,,Extérieurs de Toulouse,Région Midi-Pyrénées,,,En région Midi-Pyrénées,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.693241, 1.432396
VIET VO DAO,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Non,Non,43.605744, 1.465466
AIKIDO,AIKIDO BUDO CLUB (ABC),aikidobudoclub.free.fr,Les Chalets,COMPLEXE PRIVÉ,Espace Tonic,Boulevard Matabiau,31000.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.61494, 1.444684
AIKIDO,DOJO DE LA ROSERAIE,www.aikido-noel.com,Roseraie,COMPLEXE PRIVÉ,Dojo de la Roseraie,Chemin de Nicol,31200.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.630809, 1.470567
AVIRON,AVIRON TOULOUSAIN,www.aviron-toulousain.com,Ramier,Base Nautique André Dandine,Base nautique André Dandine,Allée Fernand Jourdant,31400.0,Toulouse,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.586849, 1.435147
BOWLING,ASSOCIATION SPORTIVE AIR FRANCE,www.asaf.sport.asso.fr,Minimes,COMPLEXE PRIVÉ,Bowling des Minimes,Avenue des Minimes,31200.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.584643, 1.4731130000000001
BOWLING,SPORT QUILLES TOULOUSAIN,,Minimes,COMPLEXE PRIVÉ,Bowling des Minimes,Avenue des Minimes,31200.0,Toulouse,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.621047, 1.435368
BOXE ANGLAISE,BOXING TOULOUSE BAGATELLE,,Faourette,ENSEMBLE LA FAOURETTE,GYMNASE LA FAOURETTE,Rue Paul Lambert,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.578277, 1.4145189999999999
CYCLISME SUR ROUTE,A S MACCABI TOULOUSE,www.maccabitoulouse.com,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
CYCLO-CROSS,TOAC section CYCLISME,toac.cyclisme.free.fr/,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.693459, 1.268659
danses artistiques,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.605744, 1.465466
gymnastique volontaire,GV SPORT SANTE,gvsportsante.com,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
gymnastique volontaire,IZ'ART SPORT ET CULTURE,,Croix Daurade,COMPLEXE PRIVÉ,Salle polyvalente de Borderouge,Rue Hubert Monloup,,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.637216, 1.453581
gymnastique volontaire,IZ'ART SPORT ET CULTURE,,Les Izards,CENTRE ANIMATION DES CHAMOIS,CENTRE ANIMATION DES CHAMOIS,Rue des Chamois,,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.638693, 1.443171
gymnastique volontaire,LARDENNE - gymnastique volontaire,,,PETIT CAPITOLE,GYMNASE LARDENNE,,31100.0,TOULOUSE,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
plongée,CLUB AUX ACTIVITES SUBAQUATIQUES D'AIRBUS,www.casa.asso.fr,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,,
FOOTBALL,ASPTT GRAND TOULOUSE OMNISPORT,www.toulouse.asptt.com,,Complexe ASPTT,Stade Charles Boutonnet,,31770.0,Colomiers,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
FOOTBALL,ASSOCIATION SPORTIVE TOULOUSE LARDENNE,lardenneac.site.voila.fr,Lardenne,ECOLE MIXTE 1 DE LARDENNE,TERRAIN DE SPORT ECOLE LARDENNE,Chemin de Rocamadour,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.588947, 1.377681
FOOTBALL,RODEO FOOTBALL CLUB,,Rangueil - CHR - Facultés,ZONE VERTE DE PECH DAVID,TERRAIN DE SPORT SORDELOT,Chemin des côtes de Pech David,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.589766, 1.415235
FOOTBALL,TOULOUSE SAINT JO,www.toulousestjofooball.eu,Juncasse - Argoulets,LES ARGOULETS,TERRAIN DE FOOTBALL ENGAZONNE ARGOULETS,Rue de Rabastens,31500.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.621936, 1.4755989999999999
gymnastique artistique,AVENIR ETIENNE BILLIERES,shirka2@free.fr,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.565192, 1.296042
gymnastique artistique,AVENIR ETIENNE BILLIERES,shirka2@free.fr,Ramier,PARC DES SPORTS,SALLE DE SPORTS PARC DES SPORTS,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.561764, 1.306196
handball,TOULOUSE UNION HANDBALL,www.toulousehandball.com,Compans,ENSEMBLE COMPANS,PALAIS DES SPORTS ANDRE BROUAT,Rue du Canon d' Arcole,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
JUDO,BALMA SAINT EXUPERY 31,www.bse31.com,Juncasse - Argoulets,LES ARGOULETS,MAISON DU JUDO ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.577522, 1.455107
karaté,Saint Sernin Karaté,www.saintserninkarate.fr,Arnaud Bernard,LYCEE ST SERNIN MAISON MUTILE,GYMNASE SAINT SERNIN,Place Saint Sernin,31000.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.608901, 1.441787
karaté,SHAOLIN,shaolin-toulouse.com,Marengo Jolimont,COMPLEXE PRIVÉ,Complexe Shaolin,Rue du Général Jean Compans,31500.0,Toulouse,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,,
